,name,header,beds,bedrooms,date_range,price,rating
169,Golden Jasmine |77| Golden Yasmin,Apartment in Riyadh,Golden Jasmine |77| Golden Yasmin,"3 beds,  · 3 bedrooms",Nov 25 – 30,$245,New
170,"lovely 2bedroom with Pool table, Games room",Apartment in Jeddah,"lovely 2bedroom with Pool table, Games room","2 beds,  · 2 bedrooms",Nov 24 – 29,$111,4.94 (82)
171,Luxury 2-story apartment with private pool (2),Apartment in Riyadh,Luxury 2-story apartment with private pool (2),"3 beds,  · 2 bedrooms",Nov 20 – 25,,
172,Bohemian Design Prince Sultan Road,Apartment in Jeddah,Bohemian Design Prince Sultan Road,"2 beds,  · 2 bedrooms",Nov 12 – 17,$110,New
173,Luxury 3-Bedrooms Apartment With Self-Access,Apartment in Riyadh,Luxury 3-Bedrooms Apartment With Self-Access,"4 beds,  · 3 bedrooms",Nov 29 – Dec 4,$261,4.88 (48)
174,Cozy 3- bedroom unit with an outside seating area,Apartment in Riyadh,Cozy 3- bedroom unit with an outside seating area,"3 beds,  · 3 bedrooms",Nov 23 – 28,$227,4.98 (45)
175,Saud's Residence,Apartment in Riyadh,Saud's Residence,"3 beds,  · 2 bedrooms",Nov 26 – Dec 1,$108,5.0 (6)
176,Great hotel apartment with private deck andpent-house balcony,Apartment in Riyadh,Great hotel apartment with private deck andpent-house balcony,"3 beds,  · 2 bedrooms",Nov 12 – 17,$200,New
177,Luxury two bedrooms apartment -self checkin T9,Apartment in Riyadh,Luxury two bedrooms apartment -self checkin T9,"1 bed,  · 2 bedrooms",Nov 24 – 29,$114,4.93 (43)
178,luxury/Near Boulevard City/201,Apartment in Riyadh,luxury/Near Boulevard City/201,Verified fast wifi,Nov 17 – 22,$267,4.92 (38)
179,Quiet Apartment 2 Bedrooms & Lounge #8,Apartment in Riyadh,Quiet Apartment 2 Bedrooms & Lounge #8,"3 beds,  · 2 bedrooms",Nov 30 – Dec 5,$102,4.44 (18)
180,Quiet Apartment 2 Bedrooms & Lounge #8,Apartment in Riyadh,Quiet Apartment 2 Bedrooms & Lounge #8,"3 beds,  · 2 bedrooms",Nov 30 – Dec 5,$102,4.44 (18)
181,Private entrance apartment1 olaya العليا مدخل خاص,Apartment in Riyadh,Private entrance apartment1 olaya العليا مدخل خاص,"2 beds,  · 2 bedrooms",Nov 20 – 25,$165,4.82 (109)
182,Two-room Apartment and Alyasmeen18 Lounge,Apartment in Riyadh,Two-room Apartment and Alyasmeen18 Lounge,"2 beds,  · 2 bedrooms",Nov 24 – 29,$119,5.0 (3)
183,bnbmehomes | Elegant & Subtle 3BR in Al Malqa,Apartment in Riyadh,bnbmehomes | Elegant & Subtle 3BR in Al Malqa,"3 beds,  · 3 bedrooms",Dec 2 – 7,,New
184,Mabaat - Alsalama 2BR Apt - 513 - Signature,Apartment in Jeddah,Mabaat - Alsalama 2BR Apt - 513 - Signature,"3 beds,  · 2 bedrooms",Nov 26 – Dec 1,,5.0 (18)
185,"Lovely apartment with private entrance, self access",Apartment in Riyadh,"Lovely apartment with private entrance, self access",Verified fast wifi,Nov 23 – 28,,4.7 (30)
186,"Amazing view apartment, Overlooking the Formula 1",Loft in Jeddah,"Amazing view apartment, Overlooking the Formula 1","3 beds,  · 3 bedrooms",Nov 25 – 30,$320,4.95 (37)
187,Elegant Ajlan Riviera C3 Apartment Al Nada,Apartment in Riyadh,Elegant Ajlan Riviera C3 Apartment Al Nada,"3 beds,  · 2 bedrooms",Nov 12 – 17,$158,4.97 (31)
188,Modern and bright 2 bedroom Flat,Apartment in Jeddah,Modern and bright 2 bedroom Flat,"2 beds,  · 2 bedrooms",Nov 26 – Dec 1,$98,4.94 (65)
189,Designer Three Bedrooms,Apartment in Riyadh,Designer Three Bedrooms,"3 beds,  · 3 bedrooms",Nov 12 – 17,$182,New
190,Nice and comfy place,Apartment in Riyadh,Nice and comfy place,"3 beds,  · 3 bedrooms",Nov 24 – 29,$165,New
191,3 Bedroom Penthouse - Self Entry,Apartment in Riyadh,3 Bedroom Penthouse - Self Entry,"4 beds,  · 3 bedrooms",Nov 25 – 30,$240,4.82 (17)
192,دانة الربيع |8| Dana Al-Rabee,Condo in Riyadh,دانة الربيع |8| Dana Al-Rabee,"2 beds,  · 2 bedrooms",Nov 24 – 29,$215,5.0 (84)
193,Three Bedroom Apartment - Luxury Apartment 2 Smart Entry,Apartment in Riyadh,Three Bedroom Apartment - Luxury Apartment 2 Smart Entry,"4 beds,  · 3 bedrooms",Nov 24 – 29,$312,4.92 (12)
194,Almajdiah self-check-in,Apartment in Riyadh,Almajdiah self-check-in,Verified fast wifi,Nov 12 – 17,$165,4.6 (10)
195,upscale design apartment 2 rooms lounge 41,Apartment in Riyadh,upscale design apartment 2 rooms lounge 41,"3 beds,  · 2 bedrooms",Nov 17 – 22,$120,5.0 (4)
196,2 bedroom apartment and lounge opposite Al-Yamamah Walk 7,Apartment in Jeddah,2 bedroom apartment and lounge opposite Al-Yamamah Walk 7,"3 beds,  · 2 bedrooms",Nov 23 – 28,$105,New
197,"Ola 06, City Center 2 BD Room Apt",Apartment in Riyadh,"Ola 06, City Center 2 BD Room Apt",Dedicated workspace,Dec 20 – 25,$56,4.79 (14)
198,Three Bedroom Apartment - Luxury Apartment 9 Smart Entry,Apartment in Riyadh,Three Bedroom Apartment - Luxury Apartment 9 Smart Entry,"4 beds,  · 3 bedrooms",Nov 23 – 28,$355,5.0 (13)
199,Unique apartment with quiet design and smart entry,Condo in Riyadh,Unique apartment with quiet design and smart entry,"3 beds,  · 2 bedrooms",Nov 25 – 30,$127,4.82 (17)
200,4 bedroom apartment and spacious space with all you need,Apartment in Riyadh,4 bedroom apartment and spacious space with all you need,"6 beds,  · 4 bedrooms",Dec 4 – 9,$148,New
201,Apartment No. 7 Lavenir Al Mtb,Apartment in Riyadh,Apartment No. 7 Lavenir Al Mtb,"4 beds,  · 2 bedrooms",Dec 5 – 10,$99,New
202,2-BR Colorful & Exotic flat in Al-Rabee,Apartment in Riyadh,2-BR Colorful & Exotic flat in Al-Rabee,"2 beds,  · 2 bedrooms",Nov 23 – 28,$178,4.9 (40)
203,Luxury two bedrooms apartment - Self checkin S1,Apartment in Riyadh,Luxury two bedrooms apartment - Self checkin S1,"1 bed,  · 2 bedrooms",Nov 26 – Dec 1,$84,4.96 (23)
204,Apartment B2 Quiet and cozy hotel with Jalan Riviera dew,Apartment in Riyadh,Apartment B2 Quiet and cozy hotel with Jalan Riviera dew,"3 beds,  · 2 bedrooms",Nov 13 – 18,$182,4.95 (40)
205,Rayan cozy 2 Bedroom Apartment,Apartment in Jeddah,Rayan cozy 2 Bedroom Apartment,"4 beds,  · 2 bedrooms",Nov 24 – 29,$48,4.9 (10)
206,Versace Home 3 - Luxury suite for newlyweds,Condo in Jeddah,Versace Home 3 - Luxury suite for newlyweds,Dedicated workspace,Nov 12 – 17,$123,4.95 (82)
207,Stylish apartment consisting of two floors,Room in Riyadh,Stay with Hala,Stylish apartment consisting of two floors,Nov 25 – 30,$184,5.0 (4)
208,Luxury 3BR Alnahdah Residence,Apartment in Jeddah,Luxury 3BR Alnahdah Residence,Dedicated workspace,Nov 24 – 29,$208,New
209,Luxury Chalet Al Rawdah District The roof 2,Apartment in Jeddah,Luxury Chalet Al Rawdah District The roof 2,"1 bed,  · 1 bedroom",Nov 12 – 17,$99,4.89 (9)
210,C6 Luxury Hotel Apartment Ajlan Riviera Nada - Self Entry,Apartment in Riyadh,C6 Luxury Hotel Apartment Ajlan Riviera Nada - Self Entry,"4 beds,  · 3 bedrooms",Nov 21 – 26,$216,4.94 (32)
211,Lovely 2-bedroom perfect for small family,Apartment in Jeddah,Lovely 2-bedroom perfect for small family,"3 beds,  · 2 bedrooms",Nov 12 – 17,$83,4.86 (36)
212,Green Oasis Lodge with Private Pool,Cabin in Jeddah,Green Oasis Lodge with Private Pool,Dedicated workspace,Nov 12 – 17,,4.58 (43)
213,Luxury condo in high-rise with balcony,Apartment in Riyadh,Luxury condo in high-rise with balcony,Verified fast wifi,Nov 30 – Dec 5,$243,5.0 (19)
214,N Paradise,Apartment in Riyadh,N Paradise,Dedicated workspace,Nov 12 – 17,$240,5.0 (11)
215,Luxury B6 hotel apartment with self check outdoor patio,Apartment in Riyadh,Luxury B6 hotel apartment with self check outdoor patio,"4 beds,  · 3 bedrooms",Nov 23 – 28,$216,4.91 (32)
216,"Martyrs District, Martyrs District13241",Apartment in Riyadh,"Martyrs District, Martyrs District13241",Dedicated workspace,Nov 23 – 28,$143,5.0 (7)
217,WoodSea Modern Apartment,Apartment in Jeddah,WoodSea Modern Apartment,"3 beds,  · 2 bedrooms",Nov 24 – 29,$159,4.76 (29)
218,Apartment with self entrance & WIFI,Apartment in Riyadh,Apartment with self entrance & WIFI,Verified fast wifi,Nov 30 – Dec 5,,4.88 (48)
219,Luxury apartment in high-rise with balcony,Apartment in Riyadh,Luxury apartment in high-rise with balcony,Verified fast wifi,Nov 30 – Dec 5,$243,5.0 (14)
220,N Paradise 1,Condo in Riyadh,N Paradise 1,"4 beds,  · 2 bedrooms",Nov 12 – 17,$240,
221,Luxurious B5 apartment with outdoor and self check-in,Apartment in Riyadh,Luxurious B5 apartment with outdoor and self check-in,"4 beds,  · 3 bedrooms",Nov 12 – 17,,4.93 (43)
222,Golden Jasmine |55| Golden Yasmin,Apartment in Riyadh,Golden Jasmine |55| Golden Yasmin,"3 beds,  · 3 bedrooms",Nov 25 – 30,$244,5.0 (8)
223,"2 bedroom apartment, lounge and self-entry1",Apartment in Riyadh,"2 bedroom apartment, lounge and self-entry1","3 beds,  · 2 bedrooms",Nov 26 – Dec 1,,5.0 (17)
224,Luxury Hotel Apartment Near Airport (Self-Entry),Condo in Riyadh,Luxury Hotel Apartment Near Airport (Self-Entry),"3 beds,  · 2 bedrooms",Nov 24 – 29,,4.97 (39)
225,Quiet Apt 7 (Paradise),Condo in Jeddah,Quiet Apt 7 (Paradise),Dedicated workspace,Nov 12 – 17,$88,4.86 (51)
226,upscale design apartment 2 rooms and smart entry hall 42,Apartment in Riyadh,upscale design apartment 2 rooms and smart entry hall 42,"4 beds,  · 2 bedrooms",Nov 23 – 28,$128,4.53 (32)
227,Rawh Residence Mona  Rawh Residence,Condo in Riyadh,Rawh Residence Mona  Rawh Residence,"6 beds,  · 3 bedrooms",Nov 27 – Dec 2,$187,New
228,لؤلؤة قرطبة |6| Qurtubah Perals,Condo in Riyadh,لؤلؤة قرطبة |6| Qurtubah Perals,"2 beds,  · 2 bedrooms",Nov 18 – 23,$222,5.0 (7)
229,"Venue, 3-bedrooms Private parking | Vision stay",Apartment in Riyadh,"Venue, 3-bedrooms Private parking | Vision stay","4 beds,  · 3 bedrooms",Nov 25 – 30,$180,5.0 (19)
230,Charm's Apartment*Licensed Tourist Accommodation*,Apartment in Jeddah,Charm's Apartment*Licensed Tourist Accommodation*,Dedicated workspace,Nov 23 – 28,$128,4.96 (47)
231,GR Premium- Cozy apartment in Rabi w/ Garden view,Apartment in Riyadh,GR Premium- Cozy apartment in Rabi w/ Garden view,"2 beds,  · 2 bedrooms",Dec 24 – 29,$183,4.94 (32)
232,Compound luxury apartment Alyasmin,Condo in Riyadh,Compound luxury apartment Alyasmin,Dedicated workspace,Nov 25 – 30,$223,5.0 (12)
233,Modern 2 Bedroom Apartment & Alaqiq 20,Apartment in Riyadh,Modern 2 Bedroom Apartment & Alaqiq 20,"2 beds,  · 2 bedrooms",Nov 24 – 29,$116,4.33 (3)
234,Charm's Apartment*Licensed Tourist Accommodation*,Apartment in Jeddah,Charm's Apartment*Licensed Tourist Accommodation*,Dedicated workspace,Nov 23 – 28,$128,4.96 (47)
235,GR Premium- Cozy apartment in Rabi w/ Garden view,Apartment in Riyadh,GR Premium- Cozy apartment in Rabi w/ Garden view,"2 beds,  · 2 bedrooms",Dec 24 – 29,$183,4.94 (32)
236,Compound luxury apartment Alyasmin,Condo in Riyadh,Compound luxury apartment Alyasmin,Dedicated workspace,Nov 25 – 30,$223,5.0 (12)
237,Modern 2 Bedroom Apartment & Alaqiq 20,Apartment in Riyadh,Modern 2 Bedroom Apartment & Alaqiq 20,"2 beds,  · 2 bedrooms",Nov 24 – 29,$116,4.33 (3)
238,"Apartment with lounge, 2 bedrooms and kitchen",Apartment in Riyadh,"Apartment with lounge, 2 bedrooms and kitchen","4 beds,  · 2 bedrooms",Nov 26 – Dec 1,$71,4.79 (19)
239,GR Premium- Al Rabi gated community w/ garden view,Apartment in Riyadh,GR Premium- Al Rabi gated community w/ garden view,"5 beds,  · 4 bedrooms",Nov 20 – 25,$280,4.71 (42)
240,41 double rooms and self-entry lounge,Apartment in Riyadh,41 double rooms and self-entry lounge,"1 bed,  · 1 bedroom",Nov 12 – 17,$82,New
241,H403 Great 3 bedrooms apt at prim location,Apartment in Jeddah,H403 Great 3 bedrooms apt at prim location,"3 beds,  · 3 bedrooms",Dec 20 – 25,$81,4.64 (58)
242,3-Bedroom Penthouse with simplistic design,Apartment in Jeddah,3-Bedroom Penthouse with simplistic design,Dedicated workspace,Jan 11 – 16,$116,4.83 (40)
243,Rovan Huts for a Beautiful Day,Hut in Taif,Rovan Huts for a Beautiful Day,"3 beds,  · 2 bedrooms",Nov 13 – 18,$120,4.68 (22)
244,Great apartment next to the airport Al-Rayyan neighborhood,Apartment in Jeddah,Great apartment next to the airport Al-Rayyan neighborhood,"4 beds,  · 2 bedrooms",Nov 12 – 17,$67,4.38 (8)
245,"ARC-04: Spacious 2-BR Aprt @MKH, 2 min bus stop",Apartment in Makkah,"ARC-04: Spacious 2-BR Aprt @MKH, 2 min bus stop","3 beds,  · 2 bedrooms",Nov 20 – 25,$78,4.86 (14)
246,Yasmin Apartment,Apartment in Riyadh,Yasmin Apartment,Dedicated workspace,Nov 23 – 28,$149,New
247,Winter wonder,Apartment in الرياض,Winter wonder,"2 beds,  · 2 bedrooms",Nov 12 – 17,$160,New
248,High-end,Apartment in Riyadh,High-end,"5 beds,  · 3 bedrooms",Nov 12 – 17,$256,New
249,ARC- 22: Spacious 2-BR Aprt @MKH w/self check in,Apartment in Mecca,ARC- 22: Spacious 2-BR Aprt @MKH w/self check in,Dedicated workspace,Nov 18 – 23,$88,4.86 (21)
250,Luxury Apartment with Exquisite Design Three Rooms Large Lounge Self Entry,Apartment in Riyadh,Luxury Apartment with Exquisite Design Three Rooms Large Lounge Self Entry,Dedicated workspace,Nov 13 – 18,$299,New
251,Luxury self entry hotel apartment - Ajlan Riviera Malacca B,Apartment in Riyadh,Luxury self entry hotel apartment - Ajlan Riviera Malacca B,"5 beds,  · 3 bedrooms",Nov 26 – Dec 1,$192,4.96 (28)
252,Modern aparthotel,Condo in Riyadh,Modern aparthotel,"3 beds,  · 2 bedrooms",Nov 24 – 29,$147,4.91 (22)
253,"Esmeralda, Living in Style",Apartment in Riyadh,"Esmeralda, Living in Style","4 beds,  · 3 bedrooms",Nov 23 – 28,$246,4.89 (9)
254,Rustic Beaver Hut with Jacuzzi and Pool,Cabin in Jeddah,Rustic Beaver Hut with Jacuzzi and Pool,"3 beds,  · 2 bedrooms",Nov 17 – 22,$165,4.89 (9)
255,3-M D Luxurious comfort zone,Apartment in Riyadh,3-M D Luxurious comfort zone,"2 beds,  · 2 bedrooms",Nov 22 – 27,$132,4.47 (19)
256,Cozy two Bedroom Appartment,Apartment in Jeddah,Cozy two Bedroom Appartment,"3 beds,  · 2 bedrooms",Nov 12 – 17,$67,3.25 (4)
257,Cordoba Hotel Apartment,Condo in Riyadh,Cordoba Hotel Apartment,"3 beds,  · 2 bedrooms",Nov 17 – 22,$179,5.0 (39)
258,Spacious apartment with a modern design Downtown,Apartment in Riyadh,Spacious apartment with a modern design Downtown,"1 bed,  · 2 bedrooms",Nov 12 – 17,$147,New
259,2 Bedroom Apartment - Luxury Apartment 1 Smart Entry,Apartment in Riyadh,2 Bedroom Apartment - Luxury Apartment 1 Smart Entry,"3 beds,  · 2 bedrooms",Nov 18 – 23,$227,4.92 (13)
260,Roona apartments,Apartment in Jeddah,Roona apartments,"3 beds,  · 2 bedrooms",Nov 12 – 17,,New
261,Luxury 2 Bedroom Apartment in Al Malacca,Apartment in Riyadh,Luxury 2 Bedroom Apartment in Al Malacca,"3 beds,  · 2 bedrooms",Nov 12 – 17,,New
262,GR-Elegant 3-Bedroom Apartment,Apartment in Riyadh,GR-Elegant 3-Bedroom Apartment,"4 beds,  · 3 bedrooms",Nov 13 – 18,$236,5.0 (5)
263,Apartment in Azizia Mecca,Apartment in Makkah,Apartment in Azizia Mecca,"4 beds,  · 3 bedrooms",Nov 13 – 18,,New
264,Z203Hera Street,Apartment in Jeddah,Z203Hera Street,"2 beds,  · 2 bedrooms",Nov 22 – 27,,4.45 (11)
265,Rafal Tower 12th Floor Residential Apartment,Apartment in Riyadh,Rafal Tower 12th Floor Residential Apartment,Verified fast wifi,Nov 12 – 17,$293,4.89 (36)
266,F501 Nice Apt in nice location,Apartment in Jeddah,F501 Nice Apt in nice location,"3 beds,  · 2 bedrooms",Nov 12 – 17,$81,5.0 (18)
267,like your home.,Apartment in Riyadh,like your home.,"5 beds,  · 2 bedrooms",Nov 21 – 26,$133,New
268,"Three bedrooms Apartment, Terrace & Kitchen",Apartment in Riyadh,"Three bedrooms Apartment, Terrace & Kitchen","6 beds,  · 3 bedrooms",Nov 24 – 29,$132,4.45 (11)
269,Luxury Apartment with prime location,Apartment in Riyadh,Luxury Apartment with prime location,"4 beds,  · 3 bedrooms",Nov 29 – Dec 4,$189,4.73 (30)
270,Furnished apartment D,Condo in Jeddah,Furnished apartment D,"2 beds,  · 2 bedrooms",Nov 15 – 20,$80,4.96 (68)
271,Apartment B4 Luxury Hotel in Jalan Riviera Self Entry,Apartment in Riyadh,Apartment B4 Luxury Hotel in Jalan Riviera Self Entry,"3 beds,  · 2 bedrooms",Nov 12 – 17,,4.98 (46)
272,Luxury apartment | self check-in,Apartment in Riyadh,Luxury apartment | self check-in,"4 beds,  · 3 bedrooms",Nov 22 – 27,$240,5.0 (6)
273,The Stone Cottage of Al Harrah,Cottage in Umluj,The Stone Cottage of Al Harrah,"6 beds,  · 3 bedrooms",Nov 26 – Dec 1,$242,4.93 (58)
274,A new apartment at a great location 203,Apartment in Jeddah,A new apartment at a great location 203,"3 beds,  · 3 bedrooms",Nov 26 – Dec 1,,4.75 (114)
275,2 Bedroom Self Entry A-11 Apartment,Condo in Riyadh,2 Bedroom Self Entry A-11 Apartment,"3 beds,  · 2 bedrooms",Nov 23 – 28,$176,4.91 (35)
276,Stylish 3 bedroom apartment,Apartment in Jeddah,Stylish 3 bedroom apartment,Verified fast wifi,Dec 4 – 9,$85,5.0 (5)
277,upscale apartment with lounge and 2 bedrooms,Apartment in Riyadh,upscale apartment with lounge and 2 bedrooms,"2 beds,  · 2 bedrooms",Nov 12 – 17,$121,New
278,Tylos Apartment3 (Self check in),Apartment in Riyadh,Tylos Apartment3 (Self check in),"4 beds,  · 3 bedrooms",Nov 26 – Dec 1,$163,5.0 (3)
279,"2 bedroom apartment, close to airport and hotspots",Condo in Jeddah,"2 bedroom apartment, close to airport and hotspots",Verified fast wifi,Nov 13 – 18,$112,4.93 (15)
280,Large New Apartment,Apartment in Riyadh,Large New Apartment,"3 beds,  · 2 bedrooms",Nov 20 – 25,$127,4.96 (161)
281,(4) - 2BDR Near King Fahd International Stadium,Apartment in Riyadh,(4) - 2BDR Near King Fahd International Stadium,"2 beds,  · 2 bedrooms",Nov 12 – 17,$67,3.83 (6)
282,Taj,Apartment in Riyadh,Taj,"3 beds,  · 3 bedrooms",Nov 23 – 28,$173,5.0 (4)
283,Almajdeah Penthouse  luxury apt with (pool &gym),Apartment in Riyadh,Almajdeah Penthouse  luxury apt with (pool &gym),"3 beds,  · 3 bedrooms",Nov 12 – 17,$341,4.54 (13)
284,Almalqa Neighborhood Apartment 6,Condo in Riyadh,Almalqa Neighborhood Apartment 6,Dedicated workspace,Nov 17 – 22,$147,4.91 (23)
285,Luxury hotel apartment in Jalan Riviera Al Nada neighborhood,Apartment in Riyadh,Luxury hotel apartment in Jalan Riviera Al Nada neighborhood,"5 beds,  · 3 bedrooms",Nov 27 – Dec 2,$156,4.92 (12)
286,Bohemian apartment 2BDR,Apartment in Jeddah,Bohemian apartment 2BDR,"3 beds,  · 2 bedrooms",Nov 24 – 29,$137,5.0 (4)
287,lovely 3-bedroom apartment for 9 people (12),Condo in Jeddah,lovely 3-bedroom apartment for 9 people (12),Verified fast wifi,Nov 12 – 17,$123,4.94 (18)
288,The Elegant loft at ICon55 compound,Loft in Jeddah,The Elegant loft at ICon55 compound,Verified fast wifi,Nov 12 – 17,,4.97 (32)
289,Luxury modern apartment (living in your own home),Condo in Jeddah,Luxury modern apartment (living in your own home),"2 beds,  · 2 bedrooms",Nov 13 – 18,$100,4.86 (7)
290,Your perfect home away from home,Cabin in Jeddah,Your perfect home away from home,"3 beds,  · 2 bedrooms",Nov 12 – 17,$258,
291,"Cozy 2-room apartment, private entrance and rooftop",Apartment in الرياض,"Cozy 2-room apartment, private entrance and rooftop","4 beds,  · 2 bedrooms",Nov 24 – 29,$120,4.43 (7)
292,2 Bedroom Apartment - Luxury Apartment 4 Smart Entry,Apartment in Riyadh,2 Bedroom Apartment - Luxury Apartment 4 Smart Entry,"3 beds,  · 2 bedrooms",Nov 22 – 27,,4.91 (11)
293,Mecca Penthouse,Apartment in Mecca,Mecca Penthouse,Dedicated workspace,Dec 20 – 25,$134,5.0 (7)
294,luxury/Near Boulevard City/202,Condo in Riyadh,luxury/Near Boulevard City/202,Verified fast wifi,Nov 13 – 18,$208,4.94 (18)
295,Queen of Jasmine,Apartment in Riyadh,Queen of Jasmine,"3 beds,  · 3 bedrooms",Nov 12 – 17,$219,5.0 (7)
296,Rayan cozy 2 Bedroom Apartment,Apartment in Jeddah,Rayan cozy 2 Bedroom Apartment,"4 beds,  · 2 bedrooms",Nov 12 – 17,$51,New
297,Modern Cozy Home Near Tahlia W/Balcony,Apartment in Jeddah,Modern Cozy Home Near Tahlia W/Balcony,Dedicated workspace,Nov 12 – 17,$125,5.0 (7)
298,Luxury 3 Bedroom• Private Entrance• Self check-in,Condo in Riyadh,Luxury 3 Bedroom• Private Entrance• Self check-in,3 bedrooms,Nov 24 – 29,$234,5.0 (46)
299,N601 Great roof unit in prime location,Apartment in Jeddah,N601 Great roof unit in prime location,"5 beds,  · 4 bedrooms",Nov 13 – 18,$139,4.75 (28)
